address_street,city,state,county,violation_type,status,date_opened,case_id,latitude,longitude
8812 SUMMIT POINT CT,Fort Worth,TX,Tarrant,Health Hazard,Open,2026-05-05,26-734985,32.87522680275956,-97.43557118726937
3604 SANDGATE ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734983,32.70867995919314,-97.29292781741526
2528 SHROPSHIRE ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734982,32.71092730210544,-97.28995448273012
2540 SHROPSHIRE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734981,32.71116414629735,-97.28947494239104
3600 SANDGATE ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734980,32.708884908216575,-97.29296082162705
6272 EL CAPITAN ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734978,32.84749457025697,-97.40668312644891
6217 FOREST RIVER DR,Fort Worth,TX,Tarrant,Substandard Building,Open,2026-05-05,26-734975,32.78036581406314,-97.22425621570125
3215 FREDDIE ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734973,32.71289634952278,-97.26440488018663
1008 E RAMSEY AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734972,32.71710720219379,-97.31518197488379
2544 SHROPSHIRE ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734971,32.7111816722155,-97.28930515039949
1012 E RAMSEY AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734970,32.717108134263476,-97.31501941361691
3420 WEDGWORTH RD S,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734969,32.65415119636551,-97.36475824457524
1025 E RAMSEY AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734967,32.71761103169008,-97.3145437886984
1013 E RAMSEY AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734966,32.717608571847066,-97.315028167581
2548 SHROPSHIRE ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734965,32.71119607880857,-97.2891069001259
1946 FAIRMOUNT AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734964,32.72237647656658,-97.34225853618791
8349 STOVEPIPE DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734963,32.87437373167483,-97.3959584637187
1109 E RAMSEY AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734962,32.717616276494574,-97.31341322737428
5612 PARKVIEW HILLS LN,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734961,32.86234151507863,-97.4067081276114
7112 WIND CHIME DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734960,32.64283930465481,-97.3924743442284
1003 W GAMBRELL ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734959,32.68129637390217,-97.33519509427333
1115 E RAMSEY AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734958,32.71761767948803,-97.31324557889104
0000 NORTH TARRANT PKWY,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734956,0,0
1901 5TH AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734955,32.72393933252567,-97.33866711722608
1409 E LEUDA ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734953,32.73669326027787,-97.30878602636106
1032 SANDY LN,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734952,32.76438617554609,-97.19690096811239
841 NORTHWOOD RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734951,32.7731779294196,-97.37724177182045
2901 E LANCASTER AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734950,32.74112701772353,-97.28367688024406
829 NORTHWOOD RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734949,32.77262587552461,-97.37719762476235
9200 CASTORIAN DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734948,32.90127907841135,-97.36611715575214
1704 WILLOW VALE DR,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-05,26-734947,32.63203790722255,-97.34434660724389
11813 PONDEROSA PINE DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734946,32.94564016240449,-97.27110350314727
1217 E RAMSEY AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734944,32.717628141226015,-97.31163821690355
860 NORTHWOOD RD,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-05,26-734943,32.77391577440775,-97.37660509219272
1526 E LEUDA ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734942,32.7362484924183,-97.30772395529765
3749 PATE DR,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734941,32.70720186948897,-97.260070167681
6844 WINDWILLOW DR,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-05,26-734940,32.86427992705531,-97.27799063441756
812 E MADDOX AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734939,32.72677103427425,-97.31972837176633
4009 BICKMORE LN,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734937,32.9586202954935,-97.27472302663139
7301 LAURIE DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734936,32.7537019367688,-97.20157472298528
7313 STARWOOD DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734935,32.8724583168852,-97.26469163069689
1940 WILLOW VALE DR,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734934,32.63084808776326,-97.34806174233273
5503 DAVID STRICKLAND RD,Fort Worth,TX,Tarrant,Zoning - Residential,Open,2026-05-05,26-734933,32.6816858153664,-97.23771209148491
808 E MADDOX AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734932,32.72677060495545,-97.31989181985129
321 CHATEAU DR,Fort Worth,TX,Tarrant,Zoning - Residential,Open,2026-05-05,26-734930,32.637981088553154,-97.32873284490174
1521 E CANNON ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734929,32.737424152648515,-97.30763694893189
3817 FLINTWOOD TR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734928,32.87692075434666,-97.30019639219213
5236 FARNSWORTH AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734927,32.71808183064975,-97.40067267122026
2501 DAHLIA DR,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734926,32.62596913320561,-97.35758266675437
1500 E CANNON ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734925,32.73701563198541,-97.30845034798887
2420 MORESBY ST,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-05,26-734924,32.706819883754214,-97.29034208515445
4400 BUCKEYE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734923,32.876118766110636,-97.29143683574695
1321 E CANNON ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734921,32.73743335581009,-97.30943341613133
1220 E RAMSEY AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734920,32.71714319866476,-97.31174262603444
1701 S ADAMS ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734918,32.725858755646165,-97.33656974442881
7525 PARKWOOD LN,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-05,26-734917,32.634776797672146,-97.3856061798113
4204 JACKSON ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734915,32.702962709844556,-97.28175611253592
5709 WHARTON DR,Fort Worth,TX,Tarrant,Zoning - Residential,Open,2026-05-05,26-734913,32.66003240850479,-97.38245845037659
1157 PRINCE ST,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-05,26-734912,32.68558166355828,-97.31362737453122
2553 SHROPSHIRE ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734911,32.711725483726546,-97.28911960832289
1016 W ARLINGTON AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734910,32.72252029015842,-97.3359379915462
4104 JACKSON ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734907,32.703232337059184,-97.28162064865296
2541 SHROPSHIRE ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734906,32.71155759498035,-97.28974364479468
2529 SHROPSHIRE ST,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-05,26-734904,32.7113199503995,-97.29020771676208
3161 GLEN GARDEN DR N,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734902,32.704055629696434,-97.2809704369589
2944 SALADO TR,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734901,32.80124063837722,-97.19454712063705
2501 SHROPSHIRE ST,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-05,26-734900,32.71080844060147,-97.29122658562136
1005 ROKY CT,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734899,32.777915903531955,-97.41504840926075
4424 ERATH ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734898,32.6990638075549,-97.27353272307802
3163 GLEN GARDEN DR N,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-05,26-734897,32.70405421884253,-97.2806434119162
2508 SHROPSHIRE ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734895,32.710558219287186,-97.29070938325201
3509 BANDERA RANCH RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734894,32.97995233263769,-97.2858756456939
10016 CHANNING RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734893,32.92206932255887,-97.30178374467978
6009 WESTCREEK DR,Fort Worth,TX,Tarrant,Zoning - Commercial,Open,2026-05-05,26-734892,32.65767637522227,-97.3615987806086
7101 OVERHILL RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734890,32.70613801508566,-97.43744640864239
1916 HEIDELBERG DR,Fort Worth,TX,Tarrant,Zoning - Residential,Open,2026-05-05,26-734889,32.6461670252702,-97.34816114876018
1600 BLACK KITE LN,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734888,32.60079816450808,-97.28829778080811
10912 BLYTHE CT,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734887,32.59638687177185,-97.31068395235195
1600 STELLA ST,Fort Worth,TX,Tarrant,Substandard Building,Open,2026-05-05,26-734886,32.74083482210612,-97.30634570454522
1333 E RAMSEY AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734883,32.71765249589686,-97.30828630304563
3982 GRIGGS CT,Fort Worth,TX,Tarrant,Substandard Building,Open,2026-05-05,26-734881,32.704137763401526,-97.25838614904279
8337 DERBY LN,Fort Worth,TX,Tarrant,Health Hazard,Open,2026-05-05,26-734880,32.62049008719172,-97.36825853974707
5640 VOLDER DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734878,32.750902076365236,-97.40794678198172
1216 N MAIN ST,Fort Worth,TX,Tarrant,Zoning - Commercial,Open,2026-05-05,26-734877,32.77595162035809,-97.34517636409217
804 SHARONDALE ST,Fort Worth,TX,Tarrant,Zoning - Residential,Open,2026-05-05,26-734876,32.66798244546291,-97.33263967019013
2601 TANDY AVE,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734875,32.742249576592435,-97.27550782108005
7724 SUMMERBROOK CIR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734873,32.87885696793269,-97.28696875226079
1236 N COMMERCE ST,Fort Worth,TX,Tarrant,Zoning - Commercial,Open,2026-05-05,26-734872,32.776602857709854,-97.34461231573917
1905 STEINBURG LN,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-05,26-734870,32.64645168180579,-97.34755559979459
9750 LEGACY DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734869,32.76433112714089,-97.48658217895967
1636 STELLAR SEA LN,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734868,32.59936899130353,-97.28677373606179
4423 ERATH ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734867,32.69907339767821,-97.27269869140252
3724 GRIGGS AVE,Fort Worth,TX,Tarrant,Substandard Building,Open,2026-05-05,26-734863,32.708197631315,-97.25961631515744
5824 HEATHERGLEN TERR,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734862,32.85824823746489,-97.40864412502519
3736 LINDEN AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734859,32.73807778376898,-97.37295683080333
8013 MOSS ROCK DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734856,32.6254394546827,-97.38207984938147
9550 WHITE SETTLEMENT RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734854,32.76191927542492,-97.48238123409864
7424 MOHAWK AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734853,32.70658886255668,-97.44345143846513
1685 STELLAR SEA LN,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734851,32.59979226562384,-97.28473529676033
7829 PENSACOLA AVE,Fort Worth,TX,Tarrant,Substandard Building,Open,2026-05-05,26-734850,32.70940430998824,-97.45227588954371
7901 TREE LEAF LN,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-05,26-734846,32.62787359336323,-97.38116790187159
2920 E 4TH ST,Fort Worth,TX,Tarrant,Substandard Building,Open,2026-05-05,26-734845,32.762975279778665,-97.30443631100086
3159 GLEN GARDEN DR N,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734844,32.704067921634035,-97.2813759691648
801 PARK ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734843,32.77885643615583,-97.35854178913677
3616 GRIGGS AVE,Fort Worth,TX,Tarrant,Substandard Building,Open,2026-05-05,26-734841,32.709657381170054,-97.25960923117405
3128 GLEN GARDEN DR N,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734839,32.70340734199029,-97.2820176240341
1116 E MULKEY ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734838,32.71539505627714,-97.31309419235589
1051 NEW YORK AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734837,32.73347741273691,-97.31535957336604
4105 JACKSON ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734836,32.70326409442497,-97.2811918639947
1704 COLLEGE AVE,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-05,26-734835,32.72569299131585,-97.33534133538147
7817 SUMMERGLEN RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734833,32.62864519961281,-97.38440514229119
10520 DESERT HAWK CIR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734832,32.600286820728506,-97.28874785442159
6450 SPOONWOOD LN,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734830,32.85908725054523,-97.29236139787893
2201 TAFT ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734829,32.746562110727304,-97.29282073216281
8301 SOUTHERN PRAIRIE DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734828,32.62004288807175,-97.4026876846124
2204 TAFT ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734827,32.74655483864548,-97.29348219949729
4009 APPLE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734825,32.82142910888866,-97.09333766513711
2104 TAFT ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734824,32.74737023413676,-97.29379615991606
5053 PENROSE AVE,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-05,26-734823,32.69922898391271,-97.44270096123132
2301 SCOTT AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-05,26-734822,32.74830040553125,-97.29374229181082
6337 TRINITY CREEK DR,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-04,26-734816,32.8467083832888,-97.42215327557625
3008 GLEN GARDEN DR N,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-04,26-734815,32.70322997757331,-97.28504139954191
6600 ANDRESS DR,Fort Worth,TX,Tarrant,Zoning - Residential,Open,2026-05-04,26-734814,32.65856500363529,-97.40994435856021
2901 MEADOWBROOK DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734813,32.744010632826686,-97.28416051329668
4109 JACKSON ST,Fort Worth,TX,Tarrant,Vehicle,Open,2026-05-04,26-734812,32.702923787120426,-97.2810632173794
3004 GLEN GARDEN DR N,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-05-04,26-734811,32.7031995119582,-97.2853533781244
1617 E VICKERY BLVD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734810,32.73901931812511,-97.30563571327451
3820 E 1ST ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734809,32.76486952624761,-97.28991558071363
1424 BESSIE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-05-04,26-734808,32.74001573522044,-97.30833383146543
